Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
11000,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),49,S Park St at 3rd St,4741,2,1986,Male,26,2022-04-04
11001,9 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5230,2,1982,Female,29,2022-09-17
11002,15 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,2977,2,1990,Male,26,2022-06-13
11003,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,4586,1,1980,Female,27,2022-01-17
11004,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,5505,3,1991,Male,27,2022-01-17
11005,6 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,3279,3,1994,Male,27,2022-02-12
11006,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,4343,3,1984,Female,29,2022-12-15
11007,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,1772,2,1964,Female,29,2022-06-04
11008,6 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4633,2,1970,Male,26,2022-12-22
11009,11 minutes,81,Berry St at 4th St,9,Broadway at Battery St,4397,3,1990,Male,29,2022-08-22
11010,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5301,3,1993,Male,29,2022-01-07
11011,16 minutes,16,Steuart St at Market St,126,Esprit Park,4726,2,1982,Female,26,2022-03-24
11012,21 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,5527,2,1992,Female,26,2022-10-19
11013,9 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,2946,3,1995,Male,29,2022-02-23
11014,12 minutes,16,Steuart St at Market St,104,4th St at 16th St,5108,1,1972,Female,26,2022-11-05
11015,5 minutes,5,Powell St BART Station (Market St at 5th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),2582,1,1986,Male,27,2022-07-30
11016,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,1019,1,1994,Male,26,2022-11-20
11017,3 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,4959,1,1956,Male,26,2022-01-13
11018,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,809,1,1968,Male,27,2022-10-20
11019,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5114,1,1986,Female,29,2022-09-01
11020,9 minutes,22,Howard St at Beale St,9,Broadway at Battery St,2855,1,1973,Male,26,2022-12-27
11021,14 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5306,1,1990,Female,26,2022-02-03
11022,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5487,3,1976,Male,27,2022-09-29
11023,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,1967,2,1983,Male,29,2022-11-23
11024,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4639,1,1991,Male,26,2022-10-20
11025,15 minutes,16,Steuart St at Market St,126,Esprit Park,5392,2,1985,Male,27,2022-03-18
11026,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4812,2,1993,Female,26,2022-12-29
11027,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,5030,3,1985,Male,27,2022-11-02
11028,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,5274,2,1983,Male,26,2022-12-19
11029,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,3060,1,1981,Female,27,2022-12-02
11030,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5097,2,1985,Male,27,2022-12-15
11031,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,2084,2,1958,Female,27,2022-09-11
11032,11 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,5001,2,1974,Female,29,2022-01-31
11033,9 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5560,3,1980,Male,27,2022-10-15
11034,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,4798,3,1966,Male,26,2022-11-22
11035,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4604,2,1980,Male,29,2022-01-15
11036,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,4329,1,1984,Female,29,2022-03-30
11037,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5011,1,1990,Male,29,2022-08-19
11038,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),36,Folsom St at 3rd St,1057,3,1996,Male,29,2022-02-05
11039,8 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,4619,1,1987,Male,27,2022-06-15
11040,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5373,2,1992,Male,26,2022-01-29
11041,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1206,1,1964,Female,27,2022-07-12
11042,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,1070,1,1945,Male,29,2022-08-08
11043,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,603,3,1976,Male,29,2022-12-05
11044,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5357,1,1992,Male,29,2022-07-27
11045,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,2739,2,1956,Male,29,2022-02-12
11046,5 minutes,16,Steuart St at Market St,37,2nd St at Folsom St,5555,2,1968,Male,29,2022-02-14
11047,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4711,2,1964,Male,29,2022-12-31
11048,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,5277,2,1964,Male,26,2022-04-10
11049,7 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,4944,2,1986,Male,26,2022-07-19
11050,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5564,1,1963,Female,27,2022-08-04
11051,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3621,2,1976,Male,26,2022-08-17
11052,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5515,2,1966,Male,27,2022-02-25
11053,3 minutes,22,Howard St at Beale St,14,Clay St at Battery St,5526,2,1980,Male,26,2022-10-20
11054,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5402,2,1984,Female,29,2022-07-21
11055,8 minutes,16,Steuart St at Market St,49,S Park St at 3rd St,5530,2,1973,Female,26,2022-09-11
11056,13 minutes,16,Steuart St at Market St,102,Irwin St at 8th St,4993,2,1967,Male,26,2022-03-24
11057,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,4629,1,1987,Male,27,2022-06-08
11058,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,4817,1,1981,Male,27,2022-04-14
11059,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4626,3,1984,Male,27,2022-12-27
11060,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5001,2,1991,Female,26,2022-09-02
11061,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5526,3,1988,Male,27,2022-10-03
11062,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,4838,3,1965,Male,27,2022-03-21
11063,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4337,2,1972,Female,26,2022-02-17
11064,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,1525,2,1978,Male,29,2022-09-25
11065,10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,2016,1,1954,Male,29,2022-12-16
11066,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5306,1,1995,Male,29,2022-11-02
11067,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5371,3,1984,Male,26,2022-02-22
11068,14 minutes,16,Steuart St at Market St,104,4th St at 16th St,4996,1,1966,Female,29,2022-04-12
11069,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5564,2,1985,Male,26,2022-02-01
11070,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4390,2,1978,Male,26,2022-03-04
11071,15 minutes,16,Steuart St at Market St,104,4th St at 16th St,1116,3,1970,Female,29,2022-08-22
11072,1 minutes,81,Berry St at 4th St,81,Berry St at 4th St,4626,2,1985,Male,27,2022-05-25
11073,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4711,2,1968,Male,29,2022-06-24
11074,10 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,281,1,1982,Male,29,2022-04-26
11075,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,4575,2,1982,Male,27,2022-04-15
11076,6 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4608,2,1985,Male,29,2022-03-09
11077,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),114,Rhode Island St at 17th St,5388,3,1960,Male,29,2022-02-10
11078,10 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,4659,3,1987,Male,27,2022-03-30
11079,13 minutes,16,Steuart St at Market St,126,Esprit Park,4633,2,1986,Male,27,2022-01-27
11080,11 minutes,16,Steuart St at Market St,126,Esprit Park,4974,2,1982,Male,29,2022-12-08
11081,8 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4933,3,1982,Male,26,2022-10-28
11082,14 minutes,16,Steuart St at Market St,126,Esprit Park,5108,2,1974,Male,29,2022-06-02
11083,9 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,4658,2,1975,Male,27,2022-05-06
11084,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,4715,3,1981,Male,26,2022-03-26
11085,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5371,2,1967,Male,29,2022-10-17
11086,4 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,4850,2,1986,Male,26,2022-09-22
11087,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5130,2,1988,Male,29,2022-06-10
11088,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5366,3,1981,Male,27,2022-05-08
11089,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4889,2,1980,Male,27,2022-12-22
11090,13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,2830,1,1971,Male,29,2022-03-23
11091,11 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5558,1,1975,Male,29,2022-08-07
11092,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4706,1,1976,Male,26,2022-08-11
11093,138 minutes,3,Powell St BART Station (Market St at 4th St),77,11th St at Natoma St,4744,3,1983,Female,27,2022-03-21
11094,7 minutes,5,Powell St BART Station (Market St at 5th St),369,Hyde St at Post St,4983,3,1973,Male,27,2022-07-18
11095,7 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,5050,2,1987,Male,26,2022-09-26
11096,33 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5573,3,1961,Male,27,2022-07-31
11097,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),369,Hyde St at Post St,5477,1,1997,Male,26,2022-05-26
11098,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4974,2,1987,Male,27,2022-01-03
11099,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),86,Market St at Dolores St,4949,2,1992,Male,26,2022-05-17
11100,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),369,Hyde St at Post St,5246,2,1991,Female,29,2022-10-22
11101,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),368,Myrtle St at Polk St,5240,2,1990,Male,29,2022-01-31
11102,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,2761,2,1991,Male,27,2022-07-26
11103,15 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,4813,1,1995,Male,29,2022-12-27
11104,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5218,2,1989,Male,26,2022-03-19
11105,5 minutes,3,Powell St BART Station (Market St at 4th St),49,S Park St at 3rd St,5122,2,1991,Male,29,2022-03-12
11106,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5288,2,1996,Male,26,2022-10-31
11107,4 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,5242,2,1999,Male,29,2022-10-03
11108,15 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,5012,3,1973,Male,27,2022-01-22
11109,9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5136,3,1988,Female,26,2022-03-07
11110,4 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,5341,3,1998,Male,26,2022-11-21
11111,5 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5020,2,1994,Male,27,2022-05-26
11112,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2100,2,1998,Female,27,2022-03-21
11113,5 minutes,3,Powell St BART Station (Market St at 4th St),22,Howard St at Beale St,5141,2,1990,Female,27,2022-11-03
11114,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5560,2,1995,Male,27,2022-06-05
11115,12 minutes,81,Berry St at 4th St,76,McCoppin St at Valencia St,4606,2,1964,Female,26,2022-10-03
11116,92 minutes,21,Montgomery St BART Station (Market St at 2nd St),369,Hyde St at Post St,5276,2,1985,Male,26,2022-11-18
11117,5 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5337,1,1980,Male,27,2022-06-27
11118,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),80,Townsend St at 5th St,5524,3,1992,Male,29,2022-01-28
11119,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5243,3,1981,Male,27,2022-06-11
11120,3 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4395,2,1977,Male,27,2022-10-09
11121,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),364,China Basin St at 3rd St,4875,3,1986,Male,29,2022-07-24
11122,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,1525,2,1991,Male,29,2022-03-26
11123,10 minutes,3,Powell St BART Station (Market St at 4th St),368,Myrtle St at Polk St,4770,2,1982,Male,27,2022-05-12
11124,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4747,2,1992,Male,27,2022-06-09
11125,3 minutes,81,Berry St at 4th St,321,5th St at Folsom,4600,1,1992,Male,29,2022-09-09
11126,1 minutes,81,Berry St at 4th St,81,Berry St at 4th St,4626,2,1992,Male,26,2022-02-14
11127,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4975,1,1990,Male,27,2022-12-21
11128,7 minutes,5,Powell St BART Station (Market St at 5th St),22,Howard St at Beale St,1177,2,1988,Male,26,2022-01-06
11129,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5520,2,1995,Male,27,2022-06-16
11130,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5564,2,1984,Male,26,2022-09-18
11131,6 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,5315,1,1981,Male,27,2022-04-21
11132,16 minutes,16,Steuart St at Market St,112,Harrison St at 17th St,4653,1,1991,Female,26,2022-01-05
11133,7 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5229,1,1990,Female,27,2022-09-13
11134,6 minutes,16,Steuart St at Market St,323,Broadway at Kearny,4995,2,1997,Female,29,2022-09-20
11135,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),53,Grove St at Divisadero,5340,3,1995,Female,26,2022-12-18
11136,6 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,833,2,1987,Female,29,2022-09-07
11137,7 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,1399,2,1981,Male,26,2022-10-17
11138,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4422,2,1981,Male,26,2022-03-14
11139,3 minutes,22,Howard St at Beale St,21,Montgomery St BART Station (Market St at 2nd St),1857,2,1972,Male,26,2022-01-23
11140,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),133,Valencia St at 22nd St,5031,2,1983,Male,29,2022-02-28
11141,26 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),133,Valencia St at 22nd St,4759,1,1991,Female,27,2022-01-13
11142,5 minutes,3,Powell St BART Station (Market St at 4th St),62,Victoria Manalo Draves Park,5491,2,1989,Male,27,2022-03-12
11143,9 minutes,16,Steuart St at Market St,369,Hyde St at Post St,4742,2,1988,Male,29,2022-05-24
11144,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,4960,1,1990,Female,26,2022-08-20
11145,4 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,5402,1,1985,Male,29,2022-11-22
11146,30 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),5402,2,1988,Male,29,2022-09-02
11147,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,4750,3,1995,Male,29,2022-10-14
11148,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5463,3,1965,Male,26,2022-03-22
11149,45 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4725,2,1985,Male,27,2022-06-08
11150,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,5485,2,1970,Male,26,2022-07-10
11151,23 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5441,3,1974,Male,26,2022-10-31
11152,8 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,1865,2,1992,Female,29,2022-12-16
11153,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),3101,3,1991,Male,29,2022-06-05
11154,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5526,2,1998,Male,29,2022-04-11
11155,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),324,Union Square (Powell St at Post St),5406,2,1994,Male,27,2022-08-26
11156,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4752,3,1989,Female,29,2022-05-15
11157,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,1122,2,1984,Male,29,2022-05-18
11158,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),80,Townsend St at 5th St,4631,3,1986,Male,29,2022-06-07
11159,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),383,Golden Gate Ave at Franklin St,4997,1,1980,Male,27,2022-10-27
11160,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),73,Pierce St at Haight St,4743,1,1996,Male,29,2022-12-05
11161,12 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,5407,3,1988,Female,27,2022-01-05
11162,9 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4603,2,1986,Female,26,2022-09-16
11163,10 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4750,1,1993,Female,27,2022-04-30
11164,65 minutes,21,Montgomery St BART Station (Market St at 2nd St),88,11th St at Bryant St,4722,2,1995,Male,26,2022-02-14
11165,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,5113,2,1979,Male,27,2022-11-21
11166,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,4938,2,1984,Male,29,2022-10-15
11167,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5338,2,1987,Other,27,2022-02-06
11168,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5050,2,2000,Female,29,2022-03-24
11169,7 minutes,16,Steuart St at Market St,4,Cyril Magnin St at Ellis St,4719,1,1994,Male,26,2022-03-17
11170,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),53,Grove St at Divisadero,5373,3,1988,Female,27,2022-12-11
11171,3 minutes,3,Powell St BART Station (Market St at 4th St),4,Cyril Magnin St at Ellis St,5472,2,1970,Male,26,2022-03-04
11172,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4407,1,1988,Male,26,2022-10-23
11173,9 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,5424,2,1974,Male,26,2022-05-23
11174,19 minutes,5,Powell St BART Station (Market St at 5th St),36,Folsom St at 3rd St,4713,2,1983,Other,26,2022-05-15
11175,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),369,Hyde St at Post St,5405,2,1990,Male,29,2022-09-14
11176,7 minutes,3,Powell St BART Station (Market St at 4th St),33,Golden Gate Ave at Hyde St,5570,3,1990,Male,29,2022-05-10
11177,30 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),145,29th St at Church St,5548,2,1984,Female,27,2022-09-20
11178,30 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),145,29th St at Church St,5036,3,1987,Male,27,2022-10-05
11179,9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5020,2,1983,Female,27,2022-03-23
11180,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,4715,3,1966,Male,26,2022-10-03
11181,15 minutes,22,Howard St at Beale St,355,23rd St at Tennessee St,4617,1,1994,Male,26,2022-08-30
11182,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5328,1,1993,Male,27,2022-10-19
11183,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,4329,3,1986,Male,29,2022-09-29
11184,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),85,Church St at Duboce Ave,5016,1,1992,Male,27,2022-06-02
11185,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,5069,3,1987,Male,29,2022-01-24
11186,12 minutes,81,Berry St at 4th St,58,Market St at 10th St,5105,3,1995,Male,26,2022-11-04
11187,12 minutes,3,Powell St BART Station (Market St at 4th St),355,23rd St at Tennessee St,5541,2,1991,Male,26,2022-01-24
11188,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5537,3,1980,Male,29,2022-07-11
11189,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5305,2,1979,Female,29,2022-01-16
11190,13 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,4981,2,1986,Female,26,2022-12-31
11191,13 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,5325,3,1985,Male,27,2022-09-13
11192,10 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,5223,3,1993,Male,29,2022-08-23
11193,4 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,5011,2,1985,Male,29,2022-08-12
11194,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,5033,3,1990,Male,27,2022-10-14
11195,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,5108,1,1993,Male,27,2022-10-15
11196,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5424,2,1970,Male,27,2022-02-08
11197,12 minutes,16,Steuart St at Market St,104,4th St at 16th St,5271,1,1990,Other,29,2022-04-28
11198,17 minutes,5,Powell St BART Station (Market St at 5th St),72,Page St at Scott St,3068,3,1985,Female,27,2022-03-23
11199,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,4803,3,1991,Male,27,2022-02-08
11200,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4747,2,1986,Female,27,2022-12-30
11201,7 minutes,3,Powell St BART Station (Market St at 4th St),9,Broadway at Battery St,5300,2,1983,Male,26,2022-10-25
11202,72 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1884,3,1999,Male,29,2022-10-09
11203,72 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,689,3,1999,Male,26,2022-07-04
11204,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),126,Esprit Park,5564,2,1985,Male,26,2022-11-05
11205,70 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,799,2,1999,Male,26,2022-05-02
11206,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,1468,1,1993,Male,29,2022-02-09
11207,20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),361,Mendell St at Fairfax Ave,5070,1,1989,Male,29,2022-09-27
11208,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,5572,1,1987,Male,29,2022-12-12
11209,6 minutes,22,Howard St at Beale St,9,Broadway at Battery St,4945,2,1984,Male,26,2022-02-01
11210,14 minutes,16,Steuart St at Market St,58,Market St at 10th St,5526,1,1998,Male,27,2022-08-18
11211,14 minutes,16,Steuart St at Market St,58,Market St at 10th St,5288,1,2000,Female,26,2022-04-03
11212,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5366,2,1988,Female,26,2022-07-09
11213,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4631,1,1994,Male,26,2022-02-18
11214,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5240,2,1990,Female,27,2022-06-22
11215,12 minutes,81,Berry St at 4th St,123,Folsom St at 19th St,4825,2,1993,Female,26,2022-08-24
11216,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,4838,2,1988,Male,26,2022-07-21
11217,5 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5011,3,1992,Male,29,2022-10-13
